471
360	0.000000122200
361	0.000000185138
362	0.000000278830
363	0.000000417470
364	0.000000621330
365	0.000000919270
366	0.000001351980
367	0.000001976540
368	0.000002872500
369	0.000004149500
370	0.000005958600
371	0.000008505600
372	0.000012068600
373	0.000017022600
374	0.000023868000
375	0.000033266000
376	0.000046087000
377	0.000063472000
378	0.000086892000
379	0.000118246000
380	0.000159952000
381	0.000215080000
382	0.000287490000
383	0.000381990000
384	0.000504550000
385	0.000662440000
386	0.000864500000
387	0.001121500000
388	0.001446160000
389	0.001853590000
390	0.002361600000
391	0.002990600000
392	0.003764500000
393	0.004710200000
394	0.005858100000
395	0.007242300000
396	0.008899600000
397	0.010870900000
398	0.013198900000
399	0.015929200000
400	0.019109700000
401	0.022788000000
402	0.027011000000
403	0.031829000000
404	0.037278000000
405	0.043400000000
406	0.050223000000
407	0.057764000000
408	0.066038000000
409	0.075033000000
410	0.084736000000
411	0.095041000000
412	0.105836000000
413	0.117066000000
414	0.128682000000
415	0.140638000000
416	0.152893000000
417	0.165416000000
418	0.178191000000
419	0.191214000000
420	0.204492000000
421	0.217650000000
422	0.230267000000
423	0.242311000000
424	0.253793000000
425	0.264737000000
426	0.275195000000
427	0.285301000000
428	0.295143000000
429	0.304869000000
430	0.314679000000
431	0.324355000000
432	0.333570000000
433	0.342243000000
434	0.350312000000
435	0.357719000000
436	0.364482000000
437	0.370493000000
438	0.375727000000
439	0.380158000000
440	0.383734000000
441	0.386327000000
442	0.387858000000
443	0.388396000000
444	0.387978000000
445	0.386726000000
446	0.384696000000
447	0.382006000000
448	0.378709000000
449	0.374915000000
450	0.370702000000
451	0.366089000000
452	0.361045000000
453	0.355518000000
454	0.349486000000
455	0.342957000000
456	0.335893000000
457	0.328284000000
458	0.320150000000
459	0.311475000000
460	0.302273000000
461	0.292858000000
462	0.283502000000
463	0.274044000000
464	0.264263000000
465	0.254085000000
466	0.243392000000
467	0.232187000000
468	0.220488000000
469	0.208198000000
470	0.195618000000
471	0.183034000000
472	0.170222000000
473	0.157348000000
474	0.144650000000
475	0.132349000000
476	0.120584000000
477	0.109456000000
478	0.099042000000
479	0.089388000000
480	0.080507000000
481	0.072034000000
482	0.063710000000
483	0.055694000000
484	0.048117000000
485	0.041072000000
486	0.034642000000
487	0.028896000000
488	0.023876000000
489	0.019628000000
490	0.016172000000
491	0.013300000000
492	0.010759000000
493	0.008542000000
494	0.006661000000
495	0.005132000000
496	0.003982000000
497	0.003239000000
